"","outcome","predictor","beta","conf_low....conf_low_predictor","conf_high....conf_high_predictor","p_value....p_value_predictor"
"517","lh_postcentral_volume","N1",-0.0118589373267224,-0.0220599624651919,-0.001657912188253,0.0226983164882455
"518","lh_postcentral_volume","ANX",-0.00698962017183771,-0.0159765000828089,0.00199725973913347,0.127409551882601
"519","lh_postcentral_volume","ADHD",-0.012549534561395,-0.021535831922965,-0.00356323719982496,0.00619937449549402
"520","lh_postcentral_volume","ASD",0.000727909307989643,-0.00824585101227988,0.00970166962825916,0.873678307827803
"521","lh_postcentral_volume","BIP",0.00483752328943297,-0.00414289217607041,0.0138179387549363,0.291056562717701
"522","lh_postcentral_volume","MDD",-0.00441765785518772,-0.0133975622000128,0.00456224648963734,0.33493270494416
"523","lh_postcentral_volume","OCD",-0.00314728188931303,-0.0121251332892983,0.00583056951067228,0.492016416271124
"524","lh_postcentral_volume","SCZ",0.000361131173385877,-0.00861851646358076,0.00934077881035251,0.937171330596174
"525","lh_postcentral_volume","AD",0.00671810234581977,-0.00225611175932521,0.0156923164509647,0.142307927645856
"526","lh_posteriorcingulate_volume","si10_at_age",-0.00364829234661006,-0.0131929330521225,0.00589634835890235,0.453744996672458
"527","lh_posteriorcingulate_volume","d2m_at_age",-0.00213554493347761,-0.011694726801742,0.00742363693478676,0.661477733082096
"528","lh_posteriorcingulate_volume","t2m_at_age",-0.00324820031629052,-0.0128108107312003,0.0063144100986193,0.505555919136167
"529","lh_posteriorcingulate_volume","u10_at_age",-0.00543843667407395,-0.0149865723385098,0.00410969899036187,0.264258706055717
"530","lh_posteriorcingulate_volume","v10_at_age",-0.00234510143140421,-0.0118863156749826,0.00719611281217414,0.629985808091245
"531","lh_posteriorcingulate_volume","sp_at_age",0.00324047505753266,-0.00633752560259733,0.0128184757176627,0.507251907983564
"532","lh_posteriorcingulate_volume","avg_slhtf_at_age",0.00286680950410062,-0.00667644745803492,0.0124100664662362,0.556000096010257
"533","lh_posteriorcingulate_volume","avg_snswrf_at_age",0.00244377113594339,-0.0070996975303015,0.0119872398021883,0.615739580501004
"534","lh_posteriorcingulate_volume","avg_sdlwrf_at_age",-0.00136401208069344,-0.0109203729399093,0.00819234877852241,0.779660911304969
"535","lh_posteriorcingulate_volume","avg_lsprate_at_age",-0.00866192708960161,-0.0182256338227373,0.000901779643534054,0.0758705907714415
"536","lh_posteriorcingulate_volume","uvb_at_age",0.00260927692050108,-0.00693426947946106,0.0121528233204632,0.592038488493497
"537","lh_posteriorcingulate_volume","avg_sdirswrf_at_age",0.00307675458377404,-0.00646742924357176,0.0126209384111198,0.527484559637117
"538","lh_posteriorcingulate_volume","avg_sduvrf_at_age",0.00260931146044411,-0.00693423490524157,0.0121528578261298,0.592033584285096
"539","lh_posteriorcingulate_volume","avg_snlwrf_at_age",0.00457669893812308,-0.00495663225410076,0.0141100301303469,0.346730837913409
"540","lh_posteriorcingulate_volume","tp_at_age",-0.00793187682670856,-0.0175149797107187,0.00165122605730159,0.104746308658304
"541","lh_posteriorcingulate_volume","RDS1",-0.0156548725173837,-0.0256773969768062,-0.00563234805796113,0.00220410684493285
"542","lh_posteriorcingulate_volume","N1",-0.00619830963200364,-0.0170160562941238,0.00461943703011649,0.261419935133872
"543","lh_posteriorcingulate_volume","ANX",-0.00214947429877401,-0.011696851316388,0.00739790271884002,0.659014018492771
"544","lh_posteriorcingulate_volume","ADHD",0.00169680135237237,-0.00785077305832978,0.0112443757630745,0.727587343443151
"545","lh_posteriorcingulate_volume","ASD",-0.00195722904473583,-0.0114903158577538,0.00757585776828215,0.687381994645194
"546","lh_posteriorcingulate_volume","BIP",0.0101505382658031,0.000610863599867069,0.0196902129317391,0.0370275928844322
"547","lh_posteriorcingulate_volume","MDD",-0.00548515281192535,-0.0150247349008308,0.00405442927698011,0.259750528045432
"548","lh_posteriorcingulate_volume","OCD",-0.00739830053982203,-0.0169354684724648,0.0021388673928207,0.128403273768955
"549","lh_posteriorcingulate_volume","SCZ",0.00373594988832949,-0.00580332172916785,0.0132752215058268,0.442713861571832
"550","lh_posteriorcingulate_volume","AD",-0.00275833984993226,-0.012292214797184,0.00677553509731947,0.570664663202518
"551","lh_precentral_volume","si10_at_age",-0.00746719626722727,-0.0160092821753038,0.00107488964084926,0.0866490082848908
"552","lh_precentral_volume","d2m_at_age",-0.0135807152546091,-0.0221348219129666,-0.0050266085962515,0.00186114276692142
"553","lh_precentral_volume","t2m_at_age",-0.0143370818298325,-0.0228941379892946,-0.00578002567037043,0.00102463785275107
"554","lh_precentral_volume","u10_at_age",-0.0172803377571343,-0.0258238660619427,-0.00873680945232585,7.37399125864886e-05
"555","lh_precentral_volume","v10_at_age",-0.0152985502021394,-0.0238362147742253,-0.00676088563005356,0.000445090616183724
"556","lh_precentral_volume","sp_at_age",0.00472847095148008,-0.00384370088391837,0.0133006427868785,0.279628775305485
"557","lh_precentral_volume","avg_slhtf_at_age",0.00559618186925355,-0.00294481496842039,0.0141371787069275,0.199065313120886
"558","lh_precentral_volume","avg_snswrf_at_age",0.00872769629558916,0.00018685232023039,0.0172685402709479,0.0451944303145881
"559","lh_precentral_volume","avg_sdlwrf_at_age",-0.012960454970979,-0.0215121412425619,-0.00440876869939595,0.00297518215221993
"560","lh_precentral_volume","avg_lsprate_at_age",-0.0199428769496223,-0.0284998853821627,-0.0113858685170819,4.94192599950388e-06
"561","lh_precentral_volume","uvb_at_age",0.00856535146307544,2.44123961291639e-05,0.0171062905300217,0.0493487927638062
"562","lh_precentral_volume","avg_sdirswrf_at_age",0.0099659537972958,0.00142461902054154,0.0185072885740501,0.0222050043969203
"563","lh_precentral_volume","avg_sduvrf_at_age",0.00856540422661743,2.44651959232598e-05,0.0171063432573116,0.0493473920617872
"564","lh_precentral_volume","avg_snlwrf_at_age",-0.0041048664568232,-0.0126371607315772,0.00442742781793076,0.34570304455563
"565","lh_precentral_volume","tp_at_age",-0.0208910227559631,-0.0294650417555567,-0.0123170037563694,1.79876045442347e-06
"566","lh_precentral_volume","RDS1",-0.0116100933360862,-0.0205848962977808,-0.00263529037439162,0.0112314073296653
"567","lh_precentral_volume","N1",-0.0186586518742283,-0.0283205620710541,-0.00899674167740247,0.000153956549975798
"568","lh_precentral_volume","ANX",0.00440647376391588,-0.0041382767279048,0.0129512242557366,0.312129266153263
"569","lh_precentral_volume","ADHD",-0.00619561579140388,-0.01474039359878,0.00234916201597226,0.155274745913513
"570","lh_precentral_volume","ASD",0.000787365541402818,-0.00774472852685858,0.00931945960966421,0.856464447263052
"571","lh_precentral_volume","BIP",0.00226787897907083,-0.00627066124353203,0.0108064192016737,0.602651444305855
"572","lh_precentral_volume","MDD",-0.00137622398808535,-0.00991427631820728,0.00716182834203658,0.752055204679922
"573","lh_precentral_volume","OCD",-0.00543893100659922,-0.0139747643876015,0.00309690237440302,0.211705723582598
"574","lh_precentral_volume","SCZ",0.000775890765088581,-0.00776179834318887,0.00931357987336603,0.858625789323487
"575","lh_precentral_volume","AD",-0.00411046117634779,-0.0126431633018141,0.00442224094911852,0.345069109360671
"576","lh_precuneus_volume","si10_at_age",-0.00867193680912107,-0.0169417152258171,-0.000402158392425054,0.0398528949647132
"577","lh_precuneus_volume","d2m_at_age",-0.0193728681991696,-0.0276529261588495,-0.0110928102394897,4.53793106892443e-06
"578","lh_precuneus_volume","t2m_at_age",-0.0206804189296971,-0.0289630864408115,-0.0123977514185827,9.93628844993865e-07
"579","lh_precuneus_volume","u10_at_age",-0.0312030855340032,-0.0394691761004679,-0.0229369949675385,1.40917493161594e-13
"580","lh_precuneus_volume","v10_at_age",-0.0197002787424249,-0.0279646710856442,-0.0114358863992057,2.99172838498036e-06
"581","lh_precuneus_volume","sp_at_age",0.0141837117189388,0.00588599308173409,0.0224814303561435,0.000807928253365265
"582","lh_precuneus_volume","avg_slhtf_at_age",0.00604779280480766,-0.00222105034194942,0.0143166359515647,0.151706635795369
"583","lh_precuneus_volume","avg_snswrf_at_age",0.00152891284433689,-0.00674036045192039,0.00979818614059417,0.717060353914543
"584","lh_precuneus_volume","avg_sdlwrf_at_age",-0.0177574583324452,-0.0260355098699709,-0.00947940679491938,2.6236168825219e-05
"585","lh_precuneus_volume","avg_lsprate_at_age",-0.0260702233046144,-0.0343523008482092,-0.0177881457610196,6.92335931630923e-10
"586","lh_precuneus_volume","uvb_at_age",0.00119630452620268,-0.00707304775319571,0.00946565680560107,0.776754250718391
"587","lh_precuneus_volume","avg_sdirswrf_at_age",0.00242188826234492,-0.00584799785415506,0.0106917743788449,0.565964927549131
"588","lh_precuneus_volume","avg_sduvrf_at_age",0.00119634383251414,-0.00707300841749725,0.00946569608252553,0.776747109387259
"589","lh_precuneus_volume","avg_snlwrf_at_age",-0.00269519578780118,-0.010955733067203,0.00556534149160059,0.522496061358061
"590","lh_precuneus_volume","tp_at_age",-0.0291801544882976,-0.0374776816400864,-0.0208826273365087,5.57104130341465e-12
"591","lh_precuneus_volume","RDS1",-0.00862503153766069,-0.0173166880194603,6.66249441389002e-05,0.0517820693074536
"592","lh_precuneus_volume","N1",-0.00133778169130492,-0.0107036052809031,0.0080280418982933,0.77950438241787
"593","lh_precuneus_volume","ANX",0.000554791641814714,-0.00771787585772782,0.00882745914135725,0.895422835880317
"594","lh_precuneus_volume","ADHD",-0.00767627278273735,-0.0159486573441559,0.000596111778681164,0.0689517152562093
"595","lh_precuneus_volume","ASD",0.00335594690527302,-0.0049042507942582,0.0116161446048042,0.425849826095946
"596","lh_precuneus_volume","BIP",0.0046856567370421,-0.00358073289118853,0.0129520463652727,0.266570698991993
"597","lh_precuneus_volume","MDD",-0.00566642243231468,-0.0139322396332908,0.00259939476866145,0.179069301170435
"598","lh_precuneus_volume","OCD",-0.0045144364417801,-0.0127783910853812,0.00374951820182101,0.284298295487502
"599","lh_precuneus_volume","SCZ",-0.000893319419518681,-0.00915901318041278,0.00737237434137542,0.832239077622706
"600","lh_precuneus_volume","AD",0.00551094945892954,-0.00274980770263386,0.0137717066204929,0.191021990010961
"601","lh_rostralanteriorcingulate_volume","si10_at_age",-0.00670815121432205,-0.0159692011016266,0.00255289867298248,0.155694469633711
"602","lh_rostralanteriorcingulate_volume","d2m_at_age",-0.00707322415010247,-0.0163482941642652,0.00220184586406022,0.134992776883805
"603","lh_rostralanteriorcingulate_volume","t2m_at_age",-0.00778847558491737,-0.0170668387609406,0.00148988759110585,0.0999172464980069
"604","lh_rostralanteriorcingulate_volume","u10_at_age",-0.0156546603600131,-0.0249178516280464,-0.00639146909197985,0.000925923444190706
"605","lh_rostralanteriorcingulate_volume","v10_at_age",-0.011522549331736,-0.020779630432068,-0.00226546823140393,0.014704332926401
"606","lh_rostralanteriorcingulate_volume","sp_at_age",0.00216182267050731,-0.00713185161434556,0.0114554969553602,0.648443779091937
"607","lh_rostralanteriorcingulate_volume","avg_slhtf_at_age",0.00370522072109955,-0.00555466567284701,0.0129651071150461,0.432879216214977
"608","lh_rostralanteriorcingulate_volume","avg_snswrf_at_age",0.00551349808606386,-0.00374646659039821,0.0147734627625259,0.243206119137225
"609","lh_rostralanteriorcingulate_volume","avg_sdlwrf_at_age",-0.0073025097427362,-0.0165748029490897,0.00196978346361729,0.122682269065694
"610","lh_rostralanteriorcingulate_volume","avg_lsprate_at_age",-0.0106061178470704,-0.0198856047856019,-0.00132663090853891,0.0250814186876602
"611","lh_rostralanteriorcingulate_volume","uvb_at_age",0.0053135883740842,-0.00394647170741971,0.0145736484555881,0.26072208035363
"612","lh_rostralanteriorcingulate_volume","avg_sdirswrf_at_age",0.00632088639678475,-0.00293972982275189,0.0155815026163214,0.180959365758547
"613","lh_rostralanteriorcingulate_volume","avg_sduvrf_at_age",0.00531357875401428,-0.00394648129607074,0.0145736388040993,0.260722941872812
"614","lh_rostralanteriorcingulate_volume","avg_snlwrf_at_age",-0.00325121624255228,-0.0125015740942879,0.00599914160918332,0.490895028813552
"615","lh_rostralanteriorcingulate_volume","tp_at_age",-0.00914645043839202,-0.0184448757026581,0.000151974825874021,0.0538635842982837
"616","lh_rostralanteriorcingulate_volume","RDS1",-0.0149807559950077,-0.0247080767115482,-0.00525343527846719,0.00254160455321352
"617","lh_rostralanteriorcingulate_volume","N1",-0.0194131815253805,-0.0298863457720722,-0.00894001727868879,0.00028050038525468
"618","lh_rostralanteriorcingulate_volume","ANX",-0.00192061290361308,-0.0111845420519864,0.00734331624476027,0.684481693758166
"619","lh_rostralanteriorcingulate_volume","ADHD",-0.00342742838828027,-0.0126914834639117,0.00583662668735116,0.468360784969191
"620","lh_rostralanteriorcingulate_volume","ASD",0.00297696679468409,-0.00627305632959471,0.0122269899189629,0.528171515138658
"621","lh_rostralanteriorcingulate_volume","BIP",0.012282950857522,0.00302686455989799,0.0215390371551459,0.00929967570875526
"622","lh_rostralanteriorcingulate_volume","MDD",0.00276188606825966,-0.00649461524582162,0.0120183873823409,0.558671323523823
"623","lh_rostralanteriorcingulate_volume","OCD",-0.0146333166676777,-0.0238862340992705,-0.00538039923608485,0.00193847063556561
"624","lh_rostralanteriorcingulate_volume","SCZ",0.00022614150412915,-0.00903000704064653,0.00948229004890483,0.961806825375982
"625","lh_rostralanteriorcingulate_volume","AD",-0.00703781521847477,-0.0162883516555526,0.00221272121860304,0.135919024992855
"626","lh_rostralmiddlefrontal_volume","si10_at_age",-0.00218355029988589,-0.0102127006723106,0.00584560007253882,0.594010562838378
"627","lh_rostralmiddlefrontal_volume","d2m_at_age",-0.0214195364821264,-0.0294573314906874,-0.0133817414735655,1.76985252169098e-07
"628","lh_rostralmiddlefrontal_volume","t2m_at_age",-0.0229730990218601,-0.0310132749325231,-0.0149329231111971,2.15684660858727e-08
"629","lh_rostralmiddlefrontal_volume","u10_at_age",-0.0247465811729094,-0.0327740189387422,-0.0167191434070766,1.53666453851303e-09
"630","lh_rostralmiddlefrontal_volume","v10_at_age",-0.0132375894036142,-0.0212624830678477,-0.00521269573938065,0.00122533992269839
"631","lh_rostralmiddlefrontal_volume","sp_at_age",0.00019435827712766,-0.00786287625872944,0.00825159281298476,0.962289958749487
"632","lh_rostralmiddlefrontal_volume","avg_slhtf_at_age",0.00297404918872735,-0.00505387720527724,0.0110019755827319,0.467769106062472
"633","lh_rostralmiddlefrontal_volume","avg_snswrf_at_age",0.00193009378674779,-0.0060980382532189,0.00995822582671448,0.63748278284201
"634","lh_rostralmiddlefrontal_volume","avg_sdlwrf_at_age",-0.0191911500908678,-0.0272272618552772,-0.0111550383264583,2.869761051821e-06
"635","lh_rostralmiddlefrontal_volume","avg_lsprate_at_age",-0.0147332620000779,-0.0227771372745649,-0.00668938672559088,0.00033114818171788
"636","lh_rostralmiddlefrontal_volume","uvb_at_age",0.00186239921648413,-0.00616580483844665,0.0098906032714149,0.649332320035643
"637","lh_rostralmiddlefrontal_volume","avg_sdirswrf_at_age",0.00283428458195918,-0.00519443473871481,0.0108630039026332,0.48898627125801
"638","lh_rostralmiddlefrontal_volume","avg_sduvrf_at_age",0.00186243421333886,-0.00616576981273612,0.00989063823941384,0.649326171117151
"639","lh_rostralmiddlefrontal_volume","avg_snlwrf_at_age",-0.00105443644525421,-0.00907414390515273,0.00696527101464431,0.796634357548779
"640","lh_rostralmiddlefrontal_volume","tp_at_age",-0.0170648312419319,-0.0251243823264225,-0.00900528015744132,3.33256815877931e-05
"641","lh_rostralmiddlefrontal_volume","RDS1",-0.00714017924660027,-0.0155774760907483,0.00129711759754772,0.0971838455163777
"642","lh_rostralmiddlefrontal_volume","N1",-0.0173436411423347,-0.0264589679882183,-0.00822831429645105,0.000192371629089419
"643","lh_rostralmiddlefrontal_volume","ANX",-0.00850392977969594,-0.016534806867138,-0.00047305269225387,0.0379488964315923
"644","lh_rostralmiddlefrontal_volume","ADHD",-0.00652181936270012,-0.0145530853077027,0.00150944658230249,0.111471682128468
"645","lh_rostralmiddlefrontal_volume","ASD",-0.0059098281208693,-0.0139289710939167,0.0021093148521781,0.148613660832249
"646","lh_rostralmiddlefrontal_volume","BIP",0.00155543307594275,-0.00647005397044753,0.00958092012233302,0.704037941728445
"647","lh_rostralmiddlefrontal_volume","MDD",-0.00472912628346474,-0.0127539765731932,0.00329572400626372,0.248069776511362
"648","lh_rostralmiddlefrontal_volume","OCD",-0.00274640129145491,-0.0107694727805269,0.00527667019761706,0.502258996342234
"649","lh_rostralmiddlefrontal_volume","SCZ",-0.00782942719479763,-0.0158536230760041,0.00019476868640885,0.0558257677104184
"650","lh_rostralmiddlefrontal_volume","AD",-0.00813595456978489,-0.0161555370988201,-0.000116372040749685,0.046767118377325
"651","lh_superiorfrontal_volume","si10_at_age",0.00087019335905605,-0.00690873952736561,0.00864912624547771,0.826448361019131
"652","lh_superiorfrontal_volume","d2m_at_age",-0.0155751987520668,-0.0233639902076277,-0.00778640729650598,8.89319291175951e-05
"653","lh_superiorfrontal_volume","t2m_at_age",-0.0170414599222918,-0.0248326936494499,-0.0092502261951336,1.81555786284017e-05
"654","lh_superiorfrontal_volume","u10_at_age",-0.00948337887888733,-0.0172645289189832,-0.00170222883879142,0.0169083079398431
"655","lh_superiorfrontal_volume","v10_at_age",-0.00954446954478577,-0.0173198399543788,-0.00176909913519273,0.0161340667499936
"656","lh_superiorfrontal_volume","sp_at_age",-0.0105442433612052,-0.0183494627614721,-0.00273902396093836,0.00810437515475394
"657","lh_superiorfrontal_volume","avg_slhtf_at_age",0.00257072642281812,-0.00520700432487394,0.0103484571705102,0.517092869993658
"658","lh_superiorfrontal_volume","avg_snswrf_at_age",0.00390005346275661,-0.00387776848940875,0.011677875414922,0.325699539950467
"659","lh_superiorfrontal_volume","avg_sdlwrf_at_age",-0.0125044514739118,-0.0202916227850294,-0.00471728016279424,0.00164894522262834
"660","lh_superiorfrontal_volume","avg_lsprate_at_age",-0.0063094315648257,-0.0141039187312222,0.00148505560157082,0.11261318620983
"661","lh_superiorfrontal_volume","uvb_at_age",0.00414269318845183,-0.00363518086886634,0.01192056724577,0.296508519304693
"662","lh_superiorfrontal_volume","avg_sdirswrf_at_age",0.00439672770058529,-0.00338166261288529,0.0121751180140559,0.267908722717528
"663","lh_superiorfrontal_volume","avg_sduvrf_at_age",0.00414271418687742,-0.00363515984206796,0.0119205882158228,0.296506069263894
"664","lh_superiorfrontal_volume","avg_snlwrf_at_age",0.00679063165311611,-0.000978759137051127,0.0145600224432834,0.086700097000816
"665","lh_superiorfrontal_volume","tp_at_age",-0.00748730365768973,-0.0152974035246709,0.000322796209291408,0.0602496494296022
"666","lh_superiorfrontal_volume","RDS1",-0.00413771433560382,-0.0123187963667886,0.004043367695581,0.321535175129819
"667","lh_superiorfrontal_volume","N1",-0.00617194684487676,-0.0149945634672836,0.00265066977753004,0.170331741991691
"668","lh_superiorfrontal_volume","ANX",0.00188096834752604,-0.00590012572398882,0.00966206241904089,0.635637345686967
"669","lh_superiorfrontal_volume","ADHD",-0.00936472558306741,-0.0171452933462714,-0.0015841578198634,0.0183248428212173
"670","lh_superiorfrontal_volume","ASD",-0.00179821037407122,-0.0095676561708064,0.00597123542266395,0.650087893750887
"671","lh_superiorfrontal_volume","BIP",0.00704422986744924,-0.000730742248618313,0.0148192019835168,0.0757718502048969
"672","lh_superiorfrontal_volume","MDD",-0.00276135431766275,-0.0105361989396182,0.00501349030429268,0.486347370618827
"673","lh_superiorfrontal_volume","OCD",-0.00628037087185668,-0.0140531234435781,0.00149238169986472,0.113270020340576
"674","lh_superiorfrontal_volume","SCZ",0.00197853738588057,-0.00579599775243167,0.00975307252419281,0.617916886291336
"675","lh_superiorfrontal_volume","AD",-0.00337540170533253,-0.0111454442547757,0.00439464084411064,0.394517195575478
"676","lh_superiorparietal_volume","si10_at_age",-0.0133035001806755,-0.0222952463837503,-0.00431175397760059,0.00373514207873627
"677","lh_superiorparietal_volume","d2m_at_age",-0.0119032026523163,-0.0209088427791494,-0.00289756252548309,0.00958306940449756
"678","lh_superiorparietal_volume","t2m_at_age",-0.0135650606938522,-0.0225736740705181,-0.00455644731718625,0.00316569761896589
"679","lh_superiorparietal_volume","u10_at_age",-0.0359394727244302,-0.0449268433854132,-0.0269521020634471,4.72606411532664e-15
"680","lh_superiorparietal_volume","v10_at_age",-0.0173667297669601,-0.0263543298748955,-0.00837912965902463,0.000152531147579891
"681","lh_superiorparietal_volume","sp_at_age",0.0137333579696097,0.0047102742725453,0.0227564416666741,0.00285446460469651
"682","lh_superiorparietal_volume","avg_slhtf_at_age",0.00973347240104335,0.000742488336977655,0.018724456465109,0.0338537651875747
"683","lh_superiorparietal_volume","avg_snswrf_at_age",0.00848266089567519,-0.000508667564211885,0.0174739893555623,0.064444953301097
"684","lh_superiorparietal_volume","avg_sdlwrf_at_age",-0.010547008741797,-0.019550185908799,-0.00154383157479496,0.0216744757619192
"685","lh_superiorparietal_volume","avg_lsprate_at_age",-0.0287783713193905,-0.0377839340411876,-0.0197728085975935,3.81299900435837e-10
"686","lh_superiorparietal_volume","uvb_at_age",0.00824646818891764,-0.000744966230809987,0.0172379026086453,0.0722429126752135
"687","lh_superiorparietal_volume","avg_sdirswrf_at_age",0.00886061030784191,-0.000131367941932133,0.017852588557616,0.0534420424478775
"688","lh_superiorparietal_volume","avg_sduvrf_at_age",0.00824647723296399,-0.000744957154542666,0.0172379116204706,0.0722425990237562
"689","lh_superiorparietal_volume","avg_snlwrf_at_age",0.00400740558838577,-0.00497485368010442,0.012989664856876,0.381871351598137
"690","lh_superiorparietal_volume","tp_at_age",-0.0314409872089948,-0.0404636472352271,-0.0224183271827624,8.64409856469794e-12
"691","lh_superiorparietal_volume","RDS1",-0.0031926049126506,-0.0126447670150823,0.00625955718978112,0.507954647429739
"692","lh_superiorparietal_volume","N1",-0.00470576831821401,-0.0149107491722061,0.00549921253577803,0.366093490206495
"693","lh_superiorparietal_volume","ANX",0.00396951960979289,-0.0050258746488984,0.0129649138684842,0.387081760986111
"694","lh_superiorparietal_volume","ADHD",-0.000635031201803914,-0.0096307076446985,0.00836064524109068,0.889952807324878
"695","lh_superiorparietal_volume","ASD",0.00395923950200197,-0.00502268617722457,0.0129411651812285,0.387601410276564
"696","lh_superiorparietal_volume","BIP",0.0030815119105267,-0.00590727797597314,0.0120703017970265,0.501629551117243
"697","lh_superiorparietal_volume","MDD",0.000809367963082879,-0.00817894483424429,0.00979768076041005,0.859906029550036
"698","lh_superiorparietal_volume","OCD",-0.00291848429822986,-0.0119046203064044,0.00606765170994467,0.524406432820895
"699","lh_superiorparietal_volume","SCZ",0.0127744822883551,0.00378769523699637,0.0217612693397138,0.00533713737959636
"700","lh_superiorparietal_volume","AD",0.00661196807544658,-0.00237052793067984,0.015594464081573,0.149093756620405
"701","lh_superiortemporal_volume","si10_at_age",-0.0137528249182152,-0.0219906363497861,-0.0055150134866444,0.00106816478431982
"702","lh_superiortemporal_volume","d2m_at_age",-0.000873963055234351,-0.00912571016488472,0.00737778405441601,0.835548261297353
"703","lh_superiortemporal_volume","t2m_at_age",-0.00197178937154547,-0.0102265062521184,0.00628292750902744,0.639650936543106
"704","lh_superiortemporal_volume","u10_at_age",-0.0186338780804218,-0.0268735968470743,-0.0103941593137693,9.34371774402047e-06
"705","lh_superiortemporal_volume","v10_at_age",-0.0150742099063838,-0.0233087288423556,-0.00683969097041191,0.000333646841761154
"706","lh_superiortemporal_volume","sp_at_age",0.0143128019504637,0.00604632363458667,0.0225792802663407,0.000690504843078541
"707","lh_superiortemporal_volume","avg_slhtf_at_age",0.0118271552059987,0.00359019252610219,0.0200641178858951,0.00489067963285362
"708","lh_superiortemporal_volume","avg_snswrf_at_age",0.0147936682519082,0.00655713640386659,0.0230302000999499,0.00043145931718723
"709","lh_superiortemporal_volume","avg_sdlwrf_at_age",-0.000740499167179121,-0.0089897974683912,0.00750879913403295,0.860339626144089
"710","lh_superiortemporal_volume","avg_lsprate_at_age",-0.0202763216910408,-0.0285292577195561,-0.0120233856625254,1.47494521988044e-06
"711","lh_superiortemporal_volume","uvb_at_age",0.0146244907584102,0.00638784918507127,0.0228611323317492,0.000501861687506977
"712","lh_superiortemporal_volume","avg_sdirswrf_at_age",0.0143195034609585,0.00608222930549618,0.0225567776164208,0.000656945603996489
"713","lh_superiortemporal_volume","avg_sduvrf_at_age",0.014624550237522,0.00638790870599228,0.0228611917690518,0.000501835151231629
"714","lh_superiortemporal_volume","avg_snlwrf_at_age",0.00669134740259904,-0.00153784262436721,0.0149205374295653,0.111001092896173
"715","lh_superiortemporal_volume","tp_at_age",-0.0208165056318254,-0.0290859537289824,-0.0125470575346685,8.09965109158821e-07
"716","lh_superiortemporal_volume","RDS1",-0.00695477263455133,-0.0156161796029407,0.00170663433383807,0.115535207987136
"717","lh_superiortemporal_volume","N1",-0.000188752671189419,-0.00953800109179621,0.00916049574941737,0.968434847913391
"718","lh_superiortemporal_volume","ANX",0.00438340836123506,-0.00385800856179914,0.0126248252842693,0.297189010604247
"719","lh_superiortemporal_volume","ADHD",-0.0163976509408451,-0.0246373296190733,-0.00815797226261681,9.6140725037817e-05
"720","lh_superiortemporal_volume","ASD",0.0071809475775378,-0.00104788262999428,0.0154097777850699,0.0871938936960444
"721","lh_superiortemporal_volume","BIP",-0.000425541235138668,-0.00866101213130569,0.00780992966102835,0.919329824371714
"722","lh_superiortemporal_volume","MDD",-0.00517110580202936,-0.0134058809942169,0.00306366939015822,0.218397122735656
"723","lh_superiortemporal_volume","OCD",-0.001593734182701,-0.0098267494411872,0.00663928107578521,0.704377339374405
"724","lh_superiortemporal_volume","SCZ",-0.00812889028537059,-0.0163630065861185,0.000105226015377359,0.0530002840573003
"725","lh_superiortemporal_volume","AD",-0.00662479825780469,-0.0148543887422376,0.00160479222662823,0.114615436360063
"726","lh_supramarginal_volume","si10_at_age",-0.0123285353788439,-0.0209415549834981,-0.00371551577418972,0.0050259131398347
"727","lh_supramarginal_volume","d2m_at_age",-0.0036350524551714,-0.0122621534768146,0.00499204856647183,0.40888496989394
"728","lh_supramarginal_volume","t2m_at_age",-0.00482934118977954,-0.0134594985240707,0.00380081614451166,0.27272974472409
"729","lh_supramarginal_volume","u10_at_age",-0.0244471807793714,-0.0330602090756176,-0.0158341524831253,2.66817177481633e-08
"730","lh_supramarginal_volume","v10_at_age",-0.010493811923701,-0.0191039972542342,-0.00188362659316775,0.0169079372807611
"731","lh_supramarginal_volume","sp_at_age",0.0161412973756416,0.00749897052311888,0.0247836242281644,0.000251876163840451
"732","lh_supramarginal_volume","avg_slhtf_at_age",0.0113324767784187,0.00272056482057307,0.0199443887362644,0.00990662619731114
"733","lh_supramarginal_volume","avg_snswrf_at_age",0.00980647066549198,0.0011941461966182,0.0184187951343658,0.0256345958561219
"734","lh_supramarginal_volume","avg_sdlwrf_at_age",-0.00246555155792189,-0.0110901424602471,0.00615903934440331,0.575261146336476
"735","lh_supramarginal_volume","avg_lsprate_at_age",-0.0231946195392377,-0.0318224099520551,-0.0145668291264202,1.37869998447148e-07
"736","lh_supramarginal_volume","uvb_at_age",0.00964742605533747,0.00103500395448833,0.0182598481561866,0.0281287165247106
"737","lh_supramarginal_volume","avg_sdirswrf_at_age",0.010099585454819,0.00148663724851809,0.01871253366112,0.021548337417281
"738","lh_supramarginal_volume","avg_sduvrf_at_age",0.00964745326488433,0.00103503119772404,0.0182598753320446,0.0281282722405615
"739","lh_supramarginal_volume","avg_snlwrf_at_age",0.00831144677287289,-0.000292014072195146,0.0169149076179409,0.0582988629907798
"740","lh_supramarginal_volume","tp_at_age",-0.0253185961560611,-0.0339630800926769,-0.0166741122194452,9.51678786216089e-09
"741","lh_supramarginal_volume","RDS1",-0.0122930947248639,-0.0213472296980661,-0.0032389597516616,0.00779015149664468
"742","lh_supramarginal_volume","N1",-0.00424411499442454,-0.0140074787437874,0.0055192487549383,0.394203546780936
